course_name,prerequisites,corequisites
SPN 3130 - Business Spanish (3),SPN 254 or SPN 2130 .,
SPN 3210 - Spanish Morphology and Syntax (3),"SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
SPN 4220 - History of the Spanish Language (3),"SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
SPN 3110 - Advanced Spanish Writing and Academic Speech (3),SPN 254 or SPN 2130 .,
"SPN 3220 - Spanish Phonetics, Phonology and Dialectology (3)","SPN 250, SPN 251, SPN 252, SPN 253, SPN 254, SPN 256, SPN 2112 , or SPN 2120 .",
SPN 3120 - Introduction to Translation and Interpretation (3),SPN 254 or SPN 2130 .,
SPN 2130 - Spanish Intermediate Composition (3),,
SPN 2120 - Spanish for Spanish Speakers II (3),,
SPN 2140 - Intermediate Spanish Conversation (3),"SPN 250, SPN 251, SPN 252, or SPN 2112 .",
SPN 2112 - Intermediate Spanish II (3),"Placement Exam, SPN 251, or SPN 2111 .",
STA 2200 - Introduction to Probability (3),STA 2100 .,
STA 2260 - Probability and Statistics for Computer Scientists and Engineers (3),"MAT 116, MAT 1150 , MAT 132, or MAT 1310 .",
STA 2100 - Introduction to Statistics (4),"AP Calc AB, AP Calc B, MAT 114, MAT 1140 , MAT 120, MAT 1200 , MAT 130, MAT 1300 , MAT 115, MAT 1150 , MAT 116, MAT 214, MAT 2140 , or MAT 215.",
VCD 3363A - Studio Arts: Print Processes Activity (3),C- or better in: VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
VCD 3362A - Studio Arts: Painting Activity (3),C- or better in: VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
VCD 1321A - Foundations in 2D Design Activity (3),,
VCD 3365A - Studio Arts: Sculpture Activity (3),C- or better in: VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
VCD 1331A - Foundations in 3D Design Activity (3),,
VCD 3361A - Studio Arts: Life Drawing Activity (3),VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
VCD 3364A - Studio Arts: Ceramics Activity (3),C- or better in: VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
ENG 3212 - Language Acquisition (3),Completion of GE Area A3.,
ENG 3210 - The Grammar of Modern English (3),ENG 214 or ENG 2200 .,
TH 3370 - Scenic Design (2),TH 131 or TH 131; TH 231 or TH 2310 ; and TH 2280 or Instructor Consent.,TH 337L or TH 3370L .
TH 3810 - Costume Design and History (2),TH 132 or TH 1320 ; TH 231 or TH 2310 ; and TH 2280 .,TH 381L or TH 3810L .
TH 2310 - Principles and Practices of Theatrical Design (3),,
TH 3370L - Scenic Design Laboratory (1),TH 131L or TH 1310L ; TH 231A or TH 2310 ; and TH 2280 or Instructor Conesnt.,TH 337 or TH 3370 .
TH 1320 - Costume Craft (2),,TH 132L or TH 1320L .
TH 3320 - Lighting Design (2),TH 131 or TH 1310 ; TH 231 or TH 2310 ; and TH 2280 or Instructor Consent.,TH 332L or TH 3320L .
TH 3320L - Lighting Design Laboratory (1),TH 131 or TH 1310 ; TH 231 or TH 2310 ; and TH 2280 or Instructor Consent.,TH 332 or TH 3320 .
TH 1320L - Costume Craft Laboratory (1),,TH 132 or TH 1320 .
TH 4010 - Playwriting And Dramatic Structure (3),TH 2280 .,
TH 2530L - Acting II Laboratory (1),TH 151L or TH 1510L .,TH 152 or TH 2530 .
TH 3560L - Directing Laboratory (1),TH 151L or TH 1510L ; TH 152L or TH 2530L ; and TH 2280 .,TH 356 or TH 3560 .
TH 4440A - Advanced Theatre Practicum Laboratory (1),,
TH 2520 - Vocal Techniques for Theatre I (3),,
TH 2530 - Acting II (2),TH 151 or TH 1510 .,TH 152L or TH 2530L .
TH 3560 - Directing (2),TH 151 or TH 1510 ; TH 152 or TH 2530 ; and TH 2280 .,TH 356L or TH 3560L .
TH 4250A - Community Based Theatre Activity (1),"Lower division GE requirements in Areas A and D, and sub-area B4.",TH 4250 .
TH 4100 - Theatrical Pursuit of an American Ideology (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
TH 3120 - Developments in World Theatre II (3),"Junior Standing, TH 2280 , or Instructor Consent.",
TH 4250 - Community Based Theatre (2),"Lower division GE requirements in Areas A and D, and sub-area B4.",TH 4250A .
TH 1510L - Acting I Laboratory (1),,TH 151 or TH 1510 .
TH 3110 - Developments in World Theatre I (3),"Junior Standing, TH 2280 , or Instructor Consent.",
TH 1510 - Acting I (2),TH 151L or TH 1510L .,
PLT 3360L - Bee Science Laboratory (1),,PLT 3360 .
TH 2280 - Text Analysis (3),Sophomore Standing.,
TH 1310L - Stagecraft Laboratory (1),,TH 131 or TH 1310 .
PLT 2977 - Farmers' Markets (3),,
TH 1310 - Stagecraft (2),,TH 131L or TH 1310L .
PLT 4975L - Urban Agriculture Policy and Community Development Laboratory (1),,PLT 4975 .
PLT 3360 - Bee Science (1),,PLT 3360L .
PLT 4985 - Urban Farm Business Models (3),PLT 3760 .,
PLT 2220 - Culinary Produce Technology (3),,
PLT 4975 - Urban Agriculture Policy and Community Development (2),,
PLT 3760 - Introduction to Urban Agriculture (3),GE Area B2.,
TOM 4360 - Project Management (3),TOM 301 or TOM 3010 ; and Undergraduate Standing.,
TOM 3320 - Business Processes and Production Planning (3),TOM 301 OR TOM 3010 .,TOM 301 or TOM 3010 .
TOM 4010 - Quality Management (3),"STA 120, STA 1200 , STA 309, or STA 2260 .",
EBZ 3050 - Enterprise Resource Planning (3),TOM 301 or TOM 3010 .,
TOM 3160 - Business Analytics (3),"TOM 302 or TOM 3020, and Microcomputer Proficiency or CIS 1010.",
TOM 3090 - Logistics Management (3),TOM 301 or TOM 3010 .,
TOM 4250 - Supply Chain Network Design (3),TOM 301 or TOM 3010 ; and Microcomputer Proficiency.,
EBZ 3010 - Business on the Web (3),"STA 120 or STA 1200 ; CIS 101 or CIS 1010 , or PCPT; and completion of GE Area A2.",
EBZ 3030 - Customer Relationship Management and Business Analytics (3),TOM 301 or TOM 3010 ; and CIS 310 or CIS 3100 .,
URP 1050 - Social Justice in Planning (3),,
TOM 4340 - Purchasing Management (3),TOM 301 or TOM 3010 .,
URP 1200L - Introduction to Geographic Information Systems (GIS) for Planning Laboratory (1),,
"URP 1040 - The City in Context - History, Politics, Environment (2)",,URP 1040L .
PLT 4990 - Special Topics for Upper Division Students (1-3),,
"URP 1040L - The City in Context - History, Politics, Environment-Laboratory (1)",,URP 1040 .
PLT 4460L - Advanced Irrigation and Runoff Water Management Laboratory (1),PLT 232 or PLT 2320 .,PLT 4460 .
PLT 4460 - Advanced Irrigation and Runoff Water Management (2),PLT 232 or PLT 2320 .,PLT 4460L .
PLT 4430 - Landscape Management Problem Solving (2),PLT 131 or PLT 1120 ; and PLT 131L or PLT 1120L .,PLT 4430L .
PLT 4430L - Landscape Management Problem Solving Laboratory (1),PLT 131 or PLT 1120 ; PLT 131L or PLT 1120L .,PLT 4430 .
PLT 4340 - Golf Course Management (2),PLT 240 or PLT 2400 ; and PLT 240L or PLT 2400L .,PLT 4340L .
PLT 3410 - Sprinkler/Drip Irrigation (3),PLT 2320 .,
PLT 4160L - Landscape Contracting and Estimating Laboratory (1),PLT 131 or PLT 1120 ; and PLT 131L or PLT 1120L .,PLT 4160 .
PLT 4340L - Golf Course Management Laboratory (1),PLT 240 or PLT 2400 ; and PLT 240L or PLT 2400L .,PLT 4340 .
PLT 2990L - Special Topics for Lower Division Students Laboratory (1-3),,
PLT 4160 - Landscape Contracting and Estimating (2),PLT 131 or PLT 1120 ; and PLT 131L or PLT 1120L .,PLT 4160L .
PLT 2990 - Special Topics for Lower Division Students (1-3),,
PLT 2400L - Introduction to Turfgrass Management Laboratory (1),,PLT 2400 .
PLT 2400 - Introduction to Turfgrass Management (2),,PLT 2400L .
ENG 2200 - Introduction to English Linguistics (3),,
ENG 3140 - Genre Fiction (3),Completion of GE Area A2.,
ENG 3151 - Writing for the Professions (3),Completion of GE Area A2.,
ENG 4400A - Writing for the Web Activity (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 2150 - Multimodal Literacy (3),Completion of GE Area A2.,
ENG 3141 - Creative Writing (3),Completion of GE Area A2.,
ENG 3150 - Advanced Expository Writing (3),Completion of GE Areas A2 and A3.,
ENG 4401A - Journal Publishing Activity (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
ENG 3110 - Introduction to Rhetorical Theory (3),Completion of GE Area A2.,
ENG 3142 - Creative Non-Fiction (3),Completion of GE Area A2.,
KIN 4540 - Exercise Bioenergetics and Metabolism (3),KIN 303 or KIN 3030 ; KIN 303L or KIN 3030L .,
PHY 2540 - Introduction to Thermal and Quantum Physics (3),C- or better in PHY 234 or PHY 2530 .,
PLT 2330L - Introduction to Arthropods Laboratory (1),,PLT 2330 .
PHY 2530 - Introduction to Electromagnetic Radiation and Special Relativity (3),"C- or better in MAT 116 or MAT 1150 ; and C- or better in PHY 123, PHY 133, PHY 1220 , or PHY 1520 .",
PLS 4800 - Policies of Need and Greed (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
TOM 3200 - Management of Technology (3),MHR 301 or MHR 3010 .,
PLS 4221 - Political Campaign Management (1),,
EWS 4030 - Contemporary Native American Studies (3),"Junior or Senior Standing; and Lower division GE requirements in Areas A and D, and sub-area B4.",
NTR 4380 - Evaluation of Complementary Medicine (3),NTR 3130 or FN 263; BIO 2350 or BIO 235; and BIO 2350L or BIO 235L.,NTR 4380A .
MU 3631L - Music Theatre Production (1),"Audition, and singing and acting proficiency.",
MU 3621L - Music Theatre Workshop (1),Audition and previous vocal training.,
MU 3590A - Electronic Music Ensemble (1),"Audition; and prior training a related band string, keyboard or voice instrument.",
COM 4200 - Special Topics in Journalism (3),"COM 106, COM 1106 , or COM 1107 ; and COM 300 or COM 2217 .",
COM 4170 - Public Affairs Reporting (3),"COM 106, COM 1106 , or COM 1107 ; and COM 300 or COM 2217 .",
COM 4180 - Investigative Journalism (3),"COM 106, COM 1106 , or COM 1107 ; and COM 300 or COM 2217 .",
"EWS 4310 - Ethnicity, Gender and Religion/Spirituality (3)","Junior or Senior Standing; and Lower division GE requirements in Areas A and D, and sub-area B4.",
PSY 3314 - Human Relations in Organizations (3),PSY 2201 or PSY 201 or PSY 202.,
COM 3312 - Magazine Journalism (3),"COM 106, COM 1106 , or COM 1107 ; and COM 300 or COM 2217 .",
COM 3327 - Intercultural Communication (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
COM 3301 - Videography (3),"COM 106, COM 1106 , or COM 1107 ; and COM 300 or COM 2217 .",
COM 3310 - Data Journalism (3),"COM 106, COM 1106 , or COM 1107 ; and COM 300 or COM 2217 .",
COM 1103 - Interpersonal Communication (3),,
EWS 3010 - Ethnic Identity (3),"Junior or Senior Standing; and Lower division GE requirements in Areas A and C, and sub-area B4.",
MHR 3030 - Management of Not-for-Profit Organizations (3),,
EWS 3850 - Education and Social Change (3),Junior or Senior Standing.,
"MHR 4010 - Business Ethics, Diversity and Social Responsibility (3)",MHR 3020 or MHR 318.,
IBM 4990 - Special Topics for Upper Division Students (1-3),,
ME 2191 - Mechanics of Materials (3),ME major; and C- or better in ME 2141 or ME 214.,
IBM 4922 - Sports Marketing (3),Upper division standing; IBM 301 or IBM 3012 .,
IBM 4932 - Event and Destination Marketing (3),Upper division standing; IBM 307 or IBM 3072 .,
MHR 3010 - Principles of Management (3),Sophomore standing and completion of GE Area A2.,
MHR 4460 - Business Planning (3),MHR 3410 or MHR 320.,
MHR 3410 - Introduction to Entrepreneurship (3),Junior standing or Instructor Consent.,
MHR 4030 - Leading Organizational Transformations (3),C or better in MHR 3010 or MHR 301.,
IBM 4410 - Internship in Marketing and International Business (1-3),Undergraduate Standing.,
IBM 4432 - Advertising Media Analysis and Planning (3),"Undergraduate standing; IBM 307, MKT 307, or IBM 3072 ; and STA 120 or STA 1200 .",
IBM 4361 - International Business Agreements and Negotiation (3),"IBM 414, MKT 414, or IBM 4141 .",
IBM 4312 - Marketing Channels (3),"IBM 301, MKT 301, or IBM 3012 .",
IBM 4352 - Advanced Professional Selling (3),"IBM 306, MKT 306, or IBM 3062 .",
IBM 4291 - International Logistics (3),"IBM 301, MKT 301, or IBM 3012 .",
IBM 4161 - International Exporting (3),IBM 301 or IBM 3012 .,
IBM 4112 - Consumer Behavior (3),"PSY 201 or PSY 2201 ; Undergraduate standing; and IBM 301, MKT 301, or IBM 3012 .",
IBM 4212 - Marketing Problems (3),"IBM 320 or IBM 3202 ; IBM 330, IBM 408, or IBM 3302 ; and IBM 411 or IBM 4112 .",
IBM 4141 - International Marketing (3),C or better in IBM 301 or IBM 3012 .,
IBM 4102 - Marketing for Small Business Organizations (3),"IBM 301, MKT 301, or IBM 3012 .",
IBM 4052 - Advertising Management (3),IBM 307 or IBM 3072 .,
IBM 4092 - Advanced Marketing Research (3),IBM 3012 and TOM 3020 .,
IBM 4032 - E-marketing (3),IBM 301 or IBM 3012 .,
IBM 4022 - Brand Impression and Management (3),C or better in IBM 301 or IBM 3012 .,
IBM 3302 - Marketing Research (3),TOM 302 or TOM 3020 ; and IBM 301 or IBM 3012 .,
IBM 3262 - Interactive Marketing (3),"Undergraduate standing; and IBM 307, MKT 307, or IBM 3072 .",
IBM 3082 - Retail Management (3),"Undergraduate standing; and IBM 301, MKT 301, or IBM 3012 .",
IBM 3162 - Marketing of Services (3),"Undergraduate standing; and IBM 301, MKT 301, or IBM 3012 .",
IBM 3062 - Professional Selling (3),"C or better in IBM 301, MKT 301, or IBM 3012 .",
MTE 4990 - Special Topics for Upper Division Students (1-3),,
IBM 3072 - Promotional Strategies (3),Undergraduate standing; and C or better in IBM 301 or IBM 3012 .,
MTE 4080 - Composite Materials (2),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",MTE 4080L .
MTE 4080L - Composite Materials Laboratory (1),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",MTE 4080 .
MTE 4070L - Ceramic Materials Laboratory (1),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",MTE 4070 .
MTE 4070 - Ceramic Materials (2),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",MTE 4070L .
MTE 4040 - Electronic Materials (3),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",
MTE 4050 - Physical Metallurgy - Mechanical Properties (3),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and ME 301, ME 3011 , CHE 302, or CHE 3021 .",
MTE 4060L - Physical Metallurgy Solidification and Strengthening Reactions Laboratory (1),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; MTE 317L, MTE 3170L , ME 350L, or ME 3501L ; and ME 301, ME 3011 , CHE 302, or CHE 3021 .",MTE 4060 .
MTE 4060 - Physical Metallurgy - Solidification and Strengthening Reactions (2),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; MTE 317L, MTE 3170L , ME 350L, or ME 3501L ; and ME 301, ME 3011 , CHE 302, or CHE 3021 .",MTE 4060L .
MTE 3381 - Kinetic Processes in Materials (3),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",
MTE 3371L - Joining of Materials Laboratory (1),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",
MTE 4010L - Corrosion And Materials Degradation Laboratory (1),"CHE 3031 , ME 3121 , CHE 303, or ME 302; MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",MTE 4010 .
MTE 3371 - Joining of Materials (2),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",
MTE 4010 - Corrosion And Materials Degradation (2),"ME 302, ME 3121 , CHE 303, or CHE 3031 ; MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 317L, MTE 3170L , ME 350L, or ME 3501L .",MTE 4010L .
MTE 3280 - Thermodynamics of Materials (3),"MTE 207, MTE 2070 , ME 315, or ME 3150 .",
MTE 3270 - Advanced Science of Materials (2),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; ME 350L, ME 3501L , MTE 317L, or MTE 3170L ; PHY 133 or PHY 1520 ; and PHY 133L or PHY 1520L .",MTE 3270L .
MTE 3270L - Advanced Science of Materials Laboratory (1),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; ME 350L, ME 3501L , MTE 317L, or MTE 3170L ; PHY 133 or PHY 1520 ; and PHY 133L or PHY 1520L .",MTE 3270 .
MTE 3200L - Mechanical Metallurgy Laboratory (1),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and ME 350L, ME 3501L , MTE 317L, MTE 3170L .",MTE 3200 .
"ME 3501L - Mechanics, Behavior and Selection of Materials Laboratory (1)",ME major; C- or better in GE Area A2; and Graduate Writing Assessment Requirement passed.,ME 3150 or ME 315.
MTE 3030L - Polymer Materials Laboratory (1),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and ME 350L, ME 3501L , MTE 317L, or MTE 3170L ; and CHE 311, CHE 3111 , ME 311, ME 3111 , ARO 301, or ARO 3011 .",MTE 3030 .
MTE 3030 - Polymer Materials (2),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and ME 350L, ME 3501L , MTE 317L, or MTE 3170L ; and CHE 311, CHE 3111 , ME 311, ME 3111 , ARO 301, or ARO 3011 .",MTE 3030L .
MTE 3200 - Mechanical Metallurgy (2),"MTE 207, MTE 2070 , ME 315, or ME 3150 ; and MTE 350L, ME 3501L , MTE 317L, or MTE 3170L .",MTE 3200L .
ME 3150 - Engineering Materials (3),"ME major; CHM 1150 , CHM 1210 , or CHM 121; and C- or better in ME 2191 or ME 218.",
MTE 3170L - Materials Science and Engineering Laboratory (1),MTE 207 or MTE 2070 .,
CHE 3021 - Chemical Engineering Thermodynamics I (3),"MTE 2070 or MTE 207; MAT 2240 , MAT 224, or MAT 216; PHY 1520 or PHY 133; and C- or better in CHE 2021 or CHE 202.",
ME 2331L - Introduction to Design Laboratory (1),"ME major; C- or better in ME 1001L , or MFE 126 and MFE 126L; and C- or better in ME 2141 or ME 214.",ME 2331 .
EWS 1450 - Introduction to Gender and Sexuality Studies (3),,
CHE 3121 - Transport Phenomena II (3),CHE 311 or CHE 3111 .,
EWS 2900 - Multicultural Leadership (3),,
CHE 3331L - Transport Laboratory II (1),"CHE 311 or CHE 3111 , and CHE 322L or CHE 3221L .",CHE 3121 .
MHR 4020 - Leadership: Theory and Practice (3),C or better in MHR 3020 or MHR 318.,
MU 3580A - Latin American Ensemble (1),Audition.,
COM 3360 - Communication Law and Ethics (3),Junior or senior standing.,
MU 3560A - Jazz Combo (1),Audition.,
COM 3351A - Newspaper Practices Activity (3),"COM 106, COM 1106 , or COM 1107 ; and COM 300 or COM 2217 .",
MU 3571A - New Music Ensemble (1),Audition.,
MU 3540L - Jazz Band (1),Audition.,
MU 3550A - Concert Band (1),Enrollment by audition. All members must have prior experience on a wind or percussion instrument and audition for seat placement.,
MU 3530L - Wind Ensemble (1),"Enrollment by Audition, prior experience on a wind or percussion instrument, and audition for seat placement.",
MU 3510L - Orchestra (1),Audition and prior training on an orchestral instrument.,
MU 3480A - Piano Ensemble (1),Audition.,
MU 3520L - Symphonic Winds (1),"Enrollment by Audition, prior experience on a wind or percussion instrument, and audition for seat placement.",
MU 3470A - World Music Ensemble (1),Audition.,
MU 3440A - String Ensemble (1),Audition; and Minimum 2 years of instrument experience.,
MU 3450A - Collaborative Piano (1),Audition.,
MU 3460A - Guitar Ensemble (1),Audition.,
MU 3410A - Brass Ensemble (1),Audition.,
MU 3430A - Percussion Ensemble (1),Audition.,
MU 3420A - Woodwind Ensemble (1),Audition.,
MU 1100 - Jazz and Beyond (3),,
MU 2201 - Form and Analysis (3),"MU 122, MU 1211 , or equivalent.",
MU 1040 - Careers in Music (3),,
MU 1211 - Music Theory II: Chromatic Harmony (4),MU 121 or MU 1201 .,
MU 1090 - History of American Popular Music (3),,
EWS 3900 - U.S. Women of Color (3),Junior or Senior Standing.,
MU 1030 - World of Music (3),,
MU 1080 - Introduction to Music Technology (3),"MU 100, MU 120, MU 1000 or MU 1201 .",
EWS 1400 - Introduction to Ethnic Studies (3),,
MU 1201 - Music Theory I: Diatonic Harmony (4),Score 70% or better on department intake exam or MU 1000 .,
EWS 2030 - Native American Historical Experience (3),,
NTR 2280 - Food and Culture (3),,
NTR 3130 - Introduction to Nutrition Research (3),STA 1200 or STA 120; and B- or better in NTR 2350 or FN 235.,
"NTR 2030 - Health, Nutrition and the Integrated Being (3)",,
DAN 2020 - World Dance and Cultures (3),,
"HST 4407 - History of American Workers, 1877-Present (3)","Lower division GE requirements in Areas A and D, and sub-area B4.",
SW 3322 - Family Violence (3),SOC 2201 or SW 2201 .,
NTR 3350 - Nutrition of the Life Cycle (3),"B- or better in NTR 3050 , NTR 2350 , FN 305 or FN 235; BIO 2350 or BIO 235; and BIO 2350L or BIO 235L.",
HST 3370 - History of California (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
NTR 3450 - Nutrition Education and Counseling (3),"B- or better in NTR 3050 , FN 305, NTR 2350 , or FN 235; and NTR 3350 or FN 335.",NTR 3450A or NTR 3450AS .
NTR 3450A - Nutrition Education and Counseling Activity (1),"B- or better in NTR 3050 , FN 305, NTR 2350 , or FN 235; and NTR 3350 or FN 335.",NTR 3450 or NTR 3450S .
EWS 4020 - Contemporary Chicana/o and Latina/o Studies (3),"Junior or Senior Standing; and Lower division GE requirements in Areas A and D, and sub-area B4.",
EWS 3800 - Women in Global Perspective (3),"Junior or Senior Standing; and Lower division GE requirements in Areas A and D, and sub-area B4.",
"CLS 4100 - The United Nations and the World: Historical Perspectives, Salient Issues, and Current Events (3)","Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
PHL 3060 - Philosophy and Religion of India (3),,
ENG 2882 - War and Peace in Literature (3),Completion of GE Area A2.,
EWS 4010 - Contemporary African American Studies (3),"Junior or Senior Standing; and Lower division GE requirements in Areas A and D, and sub-area B4.",
HST 3306 - Modern India (3),"Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
CLS 4490 - Capstone Seminar in Nonviolence Studies (3),,
HST 4433 - Nonviolence in the Modern World (3),"Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D.",
PLS 3080A - Mock Trial Activity (1),,
CLS 4410 - Judicial Internship (1),,
"PLS 3821 - Politics, Policies, Pop Culture (3)","Lower division GE requirements in Areas A and D, and sub-area B4.",
PLS 4090 - Contemporary Issues in American Law (3),,
PLS 3041 - The Criminal Justice System (3),,
PLS 3080 - Mock Trial (2),,
PLS 3031 - Constitutional Law: Criminal Justice (3),,
PLS 3021 - Constitutional Law: Rights and Liberties (3),,
PLS 4050 - Jurisprudence (3),,
PLS 4421 - Political Science Internship (1),,
PLS 4160 - Public Organizations (3),,
PLS 3011 - Constitutional Law: Governmental Powers (3),,
PLS 4170 - Policy Analysis and Program Evaluation (2),,
PLS 3175 - NGOs and Social Service Outreach (3),,
PLS 3150 - Politics of Public Policy (3),,
"PLS 3165 - Urban Administration, Politics and Policy (3)",,
PLS 4381 - Environmental Political Theory (3),,
PLS 4341 - Advanced American Political Thought (3),,
PLS 4360 - Contemporary Political Theory (3),,
PLS 3331 - American Political Thought (3),,
PLS 4561 - International Environmental Policy (3),,
PLS 3321 - Modern Political Thought (3),,
PLS 4521 - Environmental Security (3),,
PLS 4541 - Transnational Crime (3),,
PLS 3311 - Ancient and Medieval Political Thought (3),,
PLS 4531 - Terrorism (3),,
PLS 3541 - International Political Economy (3),,
PLS 3561 - International Law (3),,
PLS 3551 - International War and Peace (3),,
PLS 3521 - US Foreign Policy (3),,
PLS 3515 - International Relations Theory (3),,
PLS 4480 - East Asian Governments and Politics (3),,
PLS 4460 - Middle Eastern Governments and Politics (3),,
PLS 4490 - Southeast Asian Governments and Politics (3),,
PLS 4470 - Government and Politics of the Russian Federation (3),,
PLS 3420 - Politics of Developing Areas (3),,
PLS 4450 - Sub-Saharan African Governments and Politics (3),,
PLS 4440 - Latin American Governments and Politics (3),,
PLS 3431 - Ethnic Conflict (3),,
PLS 4265 - Political Communication and Media (3),,
PLS 4250 - Women and Politics in America (3),,
PLS 4231 - Race and Ethnic Politics in the United States (3),,
PLS 4811 - California Government (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
PLS 4245 - Public Opinion (3),,
PLS 4211 - Voting and Elections in the United States (3),,
PLS 3260 - The American Presidency (3),,
PLS 4205 - American Political Institutions and Behavior (3),,
PLS 2070 - Introduction to Public Law (3),,
PLS 3270 - The American Judiciary (3),,
PLS 2060 - Introduction to Public Administration (3),,
PLS 3250 - The American Congress (3),,
PLS 2030 - Introduction to International Relations (3),,
PLS 2040 - Introduction to Political Thought (3),,
PLS 2051 - Research Methods (2),,PLS 2051A .
PLS 2010 - Introduction to American Government (3),,
PLS 2020 - Introduction to Comparative Government (3),,
KIN 3650 - Dimensions of the Aging Process (3),,
PLT 2330 - Introduction to Arthropods (2),,PLT 2330L .
MAT 2250 - Linear Algebra with Applications to Differential Equations (4),"MAT 116, MAT 1150 , or MAT 1150C.",
KIN 4530 - Sports Medicine (3),KIN 303 or KIN 3030 ; KIN 303L or KIN 3030L .,
KIN 3620 - Motor Behavior (3),KIN 303 or KIN 3030 and KIN 303L or KIN 3030L .,KIN 3620A .
KIN 3620A - Motor Behavior Activity (1),KIN 303 or KIN 3030 and KIN 303L or KIN 3030L .,KIN 3620 .
KIN 3030L - Physiology of Exercise Laboratory (1),BIO 235 and BIO 235L or BIO 2350 and BIO 2350L .,KIN 3030 .
KIN 3030 - Physiology of Exercise (3),BIO 235 and BIO 235L or BIO 2350 and BIO 2350L .,KIN 3030L .
NTR 4430A - Medical Nutrition Therapy Activity (1),,NTR 4430 .
NTR 4440 - Medical Nutrition Therapy II (3),C or better in NTR 4430 and NTR 4430A .,
KIN 3040L - Introduction to Biomechanics Laboratory (1),"ZOO 234 or BIO 2340 ; ZOO 234L or BIO 2340L ; STA 120 or STA 1200 ; PHY 121, PHY 1210 , PHY 102, or PHY 1020 ; and PHY 121L, PHY 1210L , PHY 102, or PHY 1020 .",KIN 3040 .
NTR 2350L - Nutrition Laboratory (1),Nutrition majors and minors only.,NTR 2350 .
KIN 3040 - Introduction to Biomechanics (3),"ZOO 234 or BIO 2340 ; ZOO 234L or BIO 2340L ; STA 120 or STA 1200 ; PHY 121, PHY 1210 , PHY 102 or PHY 1020 ; PHY 121L, PHY 1210L , PHY 102 or PHY 1020 .",KIN 3040L .
NTR 4430 - Medical Nutrition Therapy I (3),C or better in NTR 3930 or FN 434.,NTR 4430A .
BIO 4990L - Special Topics for Upper Division Students Laboratory (1-3),,
BIO 4990 - Special Topics for Upper Division Students (1-3),,
NTR 2350 - Nutrition (3),AE High School CHM or BIO; CHM 1210 ; CHM 121; BIO 115; or BIO 1150 .,
BIO 4990A - Special Topics for Upper Division Students Activity (1-3),,
