course_name,prerequisites,corequisites
CE 5500 - Stability of Structures (3),"Graduate Standing; and CE 501, CE 5501 , or equivalent.",
CE 5480 - Geotechnical Earthquake Engineering (3),"Graduate Standing, undergraduate course in geotechnical engineering, and geotechnical engineering lab or equivalent.",
CE 5505 - Advanced Reinforced Concrete Design (3),Graduate Standing and undergraduate course in reinforced concrete or approved equal.,
CE 6970 - Comprehensive Examination (0),"Graduate Standing, consent of instructor, and good standing.",
CE 5506 - Seismic Design of Structures (3),CE 5502 and Graduate Standing.,
CE 5541 - Advanced Structural Analysis (3),Graduate Standing.,CE 501 or CE 5501 .
CE 5503 - Finite Element Analysis (3),CE 5501 and Graduate Standing.,
CE 5502 - Structural Dynamics (3),Graduate Standing.,CE 5501 .
CE 6950 - Master's Project (3),"Graduate Standing, good academic standing, advancement to candidacy, and completion of approved project proposal.",
CE 5504 - Advanced Steel Design (3),Undergraduate course in steel design or equivalent and Graduate Standing.,
CE 5691 - Traffic Engineering (3),Graduate Standing and undergraduate course in transportation engineering or equivalent.,
CE 6960 - Master's Thesis (3),Graduate Standing; good academic standing; advancement to candidacy; completion of approved project proposal.,
CE 5671 - Traffic Safety Analysis (3),Graduate Standing.,
CE 5680 - Advanced Computer Programming in Civil Engineering (3),Graduate Standing and undergraduate course in programming or numerical methods or equivalent.,
CE 5651 - Airport Engineering (3),Graduate Standing.,
CE 5451 - Pavement Design and Construction (3),"Graduate Standing, undergraduate course in geotechnical engineering, and engineering materials or equivalent.",
CE 5641 - Transportation Administration and Policy (3),Graduate Standing.,
CE 5661 - Transportation Systems Simulation (3),Graduate Standing; undergraduate course in transportation engineering or equivalent; and CE 223L or CE 3601L .,
CE 5630 - Public Transportation (3),Graduate Standing.,
CE 5681 - Multimodal Traffic Analysis (3),Graduate Standing.,
CE 5310 - GIS Applications in Civil Engineering (3),Graduate Standing.,
CE 4690 - Traffic Engineering (3),"CE 223 or CE 3601 ; and CE 223L or CE 3601L ; and BSCE, BSCET, BSCEM, or MSCE Major.",CE 4690L .
CE 5620 - Traffic Flow Analysis (3),"Graduate Standing, undergraduate course in transportation engineering, and transportation engineering lab or equivalent.",
CE 4671 - Intelligent Transportation Systems (3),"CE 223 or CE 3601 ; and CE 223L or CE 3601L ; and BSCE, BSCET, BSCEM, or MSCE Major.",
CE 5670 - Intelligent Transportation Systems (3),Graduate Standing.,
CE 4681 - Multimodal Traffic Analysis (3),"CE 223 or CE 3601 ; and CE 223L or CE 3601L ; and BSCE, BSCET, BSCEM, or MSCE Major.",
CE 5640 - Transportation Planning and Management (3),"Graduate Standing, undergraduate course in transportation engineering, and transportation engineering lab or equivalent.",
CE 5631 - Transportation Systems Design and Operation (3),"Graduate Standing, undergraduate course in transportation engineering, and transportation engineering lab or equivalent.",
CE 5610 - Design of Transportation Facilities (3),Graduate Standing and undergraduate course in transportation engineering or equivalent.,
EDU 5302 - Educating Students with Disabilities in Diverse Settings (3),"Junior standing; or Admitted to Multiple Subject Credential, Education Specialist Credential, or Single Subject Credential.",
EDU 5421 - Extended Intern Supervision (1-9),Admission to the teacher intern program and consent of Credential Services Coordinator.,
EDU 5348 - Internship Clinical Practice for Preliminary Education Specialist Extensive Support Needs Credential (1-8),Admitted to Education Specialist Credential.,EDU 5351 .
KIN 4370 - Adapted Physical Education Candidate Assessment (1),,"Initial credential that allows the Adapted Physical Education Added Authorization (single subject physical education, multiple subject, educational specialist); acceptance into the Adapted Physical Education Added Authorization Program; CBEST passed; CSET or subject matter competency in physical education; completion of all APE courses with a cumulative GPA of 3.0 or above; and KIN 4360 or completion of EDU clinical practice."
KIN 4360 - Clinical Practice in Adapted Physical Education (3),Instructor consent.,
ENG 4220 - Sociolinguistics (3),Lower division GE requirements in Areas A and D.,
ENG 2200 - Introduction to English Linguistics (3),,
EDL 6920 - Independent Research (1-3),Admitted to Preliminary ASC Program; complete a valid Intern MOU with CPP and district; and continuing enrollment in Preliminary ASC course sequence until completion.,
"ENG 3152 - Literacy, Language, and Cultural Practices (3)",Completion of GE Areas A2 and A3.,
EDU 5160 - Multiple Subject Clinical Practice (1-9),"Admitted to Multiple Subject Credential, admitted to Multiple Subject Clinical Practice, EDU 5105 or TED 444, EDU 5115 or TED 431, EDU 5120 or TED 451, EDU 5110 or TED 425, and EDU 5150 .",EDU 5180 .
EDL 5510 - Fieldwork I (3),Admitted to Preliminary ASC Program.,
EDL 5520 - Fieldwork II (3),Admitted to Preliminary ASC Program.,
PLT 4990 - Special Topics for Upper Division Students (1-3),,
URP 3010 - Introduction to Urban Planning (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
PLT 4990L - Special Topics for Upper Division Students Laboratory (1-3),,
URP 1200L - Introduction to Geographic Information Systems (GIS) for Planning Laboratory (1),,
PLT 4450 - Social and Scientific Aspects of Organic Agriculture (3),,
ENG 4221 - Analysis of Conversation (3),"Completion of GE Area A2, and ENG 2200 or ENG 214.",
TH 3810L - Costume Design Laboratory (1),TH 132L or TH 1320L ; TH 231A or TH 2310 ; and TH 2280 .,TH 381 or TH 3810 .
TH 3370 - Scenic Design (2),"TH 1310 or TH 131; and TH 231, or TH 2310 and TH 2280 ; or instructor consent.",TH 337L or TH 3370L .
PLT 3360L - Bee Science Laboratory (1),,PLT 3360 .
ENG 4223 - Applied Phonology (3),ENG 2200 .,
ENG 4222 - Applied Pragmatics (3),"Completion of GE Area A2, and ENG 2200 or ENG 214.",
ENG 4230 - Teaching English Abroad (3),Completion of GE Area A2.,
ENG 4211 - Fundamentals of Syntax (3),ENG 214 or ENG 2200 .,
ENG 3211 - Structure of Language (3),ENG 214 or ENG 2200 .,
ENG 4210 - The History of the English Language (3),ENG 214 or ENG 2200 .,
TOM 4650 - Introduction to Blockchain (3),TOM 3010 .,
TOM 4530 - Service Operations Management (3),TOM 301 or TOM 3010 .,
VCD 3365A - Studio Arts: Sculpture Activity (3),C- or better in: VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
TOM 4010 - Quality Management (3),"STA 120, STA 1200 , STA 1202 , STA 309, or STA 2260 .",
TOM 4360 - Project Management (3),TOM 301 or TOM 3010 ; and Undergraduate Standing.,
VCD 3363A - Studio Arts: Print Processes Activity (3),C- or better in: VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
VCD 1321A - Foundations in 2D Design Activity (3),,
VCD 1311A - Foundations in Drawing 1 Activity (3),,
VCD 3364A - Studio Arts: Ceramics Activity (3),C- or better in: VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
VCD 3361A - Studio Arts: Life Drawing Activity (3),VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
VCD 1331A - Foundations in 3D Design Activity (3),,
VCD 3362A - Studio Arts: Painting Activity (3),C- or better in: VCD 1311A or ART 140A/141A; VCD 1321A or ART 150A/253A; and VCD 1331A or ART 180A/190A/342A/395A.,
TOM 3160 - Business Analytics (3),TOM 302 or TOM 3020 .,
EBZ 3050 - Enterprise Resource Planning (3),TOM 301 or TOM 3010 .,
TOM 3320 - Business Processes and Production Planning (3),TOM 301 OR TOM 3010 .,
EBZ 3030 - Customer Relationship Management and Business Analytics (3),TOM 301 or TOM 3010 ; and CIS 310 or CIS 3100 .,
TOM 4340 - Purchasing Management (3),TOM 301 or TOM 3010 .,
EBZ 3010 - Business on the Web (3),"STA 120, STA 1200, or STA 1202 ; CIS 101, CIS 1010 , or PCPT; and completion of GE Area A2.",
ENG 3212 - Language Acquisition (3),Completion of GE Area A3.,
TOM 4250 - Supply Chain Network Design (3),TOM 301 or TOM 3010.,
ENG 3210 - The Grammar of Modern English (3),ENG 214 or ENG 2200 .,
TOM 3090 - Logistics Management (3),TOM 301 or TOM 3010 .,
TH 2310 - Principles and Practices of Theatrical Design (3),,
TH 3370L - Scenic Design Laboratory (1),"TH 1310L or TH 131L; and TH 231, or TH 2310 and TH 2280 ; or instructor consent.",TH 337 or TH 3370 .
TH 2820 - History of Dress (3),,
TH 3810 - Costume Design (2),TH 132 or TH 1320 ; TH 231 or TH 2310 ; and TH 2280 .,TH 381L or TH 3810L .
TH 3320L - Lighting Design Laboratory (1),TH 131 or TH 1310 ; TH 231 or TH 2310 ; and TH 2280 or Instructor Consent.,TH 332 or TH 3320 .
TH 3700A - Advanced Applied Theatre Activity (3),Consent of instructor.,
TH 2610 - Stage Management (3),TH 131 or TH 1310 ; and TH 131L or TH 1310L .,
TH 3320 - Lighting Design (2),TH 131 or TH 1310 ; TH 231 or TH 2310 ; and TH 2280 or Instructor Consent.,TH 332L or TH 3320L .
TH 4010 - Playwriting and Dramatic Structure (3),TH 2280 .,
TH 3560L - Directing Laboratory (1),TH 151L or TH 1510L ; TH 152L or TH 2530L ; and TH 2280 .,TH 356 or TH 3560 .
TH 2530 - Acting II (2),TH 151 or TH 1510 .,TH 152L or TH 2530L .
TH 2520A - Vocal Techniques for Theatre I Activity (1),,TH 2520 .
TH 3560 - Directing (2),TH 151 or TH 1510 ; TH 152 or TH 2530 ; and TH 2280 .,TH 356L or TH 3560L .
TH 3550 - Theatre Improvisation (3),TH 151 or TH 1510 ; TH 151L or TH 1510L ; TH 152 or TH 2530 ; and TH 152L or TH 2530L .,
TH 2530L - Acting II Laboratory (1),TH 151L or TH 1510L .,TH 152 or TH 2530 .
TH 2520 - Vocal Techniques for Theatre I (2),,TH 2520A .
DAN 3400 - Dance Theatre (3),,
TH 4440A - Advanced Theatre Practicum Activity (1),,
TH 2440A - Theatre Practicum Activity (1),,
TH 4250S - Community Based Theatre - Service Learning (2),"Completion of GE Areas A and D (D1, D2, and D3).",TH 4250A .
TH 4250A - Community Based Theatre Activity (1),"Lower division GE requirements in Areas A and D, and sub-area B4.",TH 4250 or TH 4250S .
TH 4100 - Theatrical Pursuit of an American Ideology (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
TH 3120 - Developments in World Theatre II (3),"Junior Standing, TH 2280 , or Instructor Consent.",
TH 1510L - Acting I Laboratory (1),,TH 151 or TH 1510 .
TH 3010 - Through Artists' Eyes (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
TH 3110 - Developments in World Theatre I (3),"Junior Standing, TH 2280 , or Instructor Consent.",
TH 2280 - Text Analysis (3),,
TH 1510 - Acting I (2),TH 151L or TH 1510L .,
TH 1320 - Costume Craft (2),,TH 132L or TH 1320L .
TH 1310 - Stagecraft (2),,TH 131L or TH 1310L .
TH 1320L - Costume Craft Laboratory (1),,TH 132 or TH 1320 .
PLT 2977 - Farmers' Markets (3),,
TH 2030 - Introduction to Theatre (3),ENG 110 or ENG 1103 or equivalent.,
TH 1310L - Stagecraft Laboratory (1),,TH 131 or TH 1310 .
PLT 3860 - Farm-to-Table (3),,
PLT 3360 - Bee Science (1),,PLT 3360L .
PLT 2220 - Culinary Produce Technology (3),,
MHR 3030 - Management of Not-for-Profit Organizations (3),,
"EWS 2050 - Race, Ethnicity and Food Justice (3)",,
PLT 4985 - Urban Agriculture Business Models (3),,
"EWS 2180 - Ethnic Studies of Food, Nutrition, and Health Disparities (3)",,
PLT 4965L - Small-Scale Sustainable Farming Laboratory (1),,PLT 4965 .
"AG 2050 - Race, Ethnicity and Food Justice (3)",,
NTR 3860 - Farm-to-Table (3),,
PLT 4965 - Small-Scale Sustainable Farming (2),,
PLT 4975L - Urban Agriculture Policy and Community Development Laboratory (1),,PLT 4975 .
URP 1050 - Social Justice in Planning (3),,
PLT 3760 - Urban and Community Agriculture (3),Lower division GE requirements in Areas A and B.,
PLT 4975 - Urban Agriculture Policy and Community Development (2),,PLT 4975L .
"URP 1051 - Ethnic Communities, Places, and Urban Planning (3)",,
"URP 1040 - The City in Context - History, Politics, Environment (2)",,URP 1040L .
"URP 1040L - The City in Context - History, Politics, Environment-Laboratory (1)",,URP 1040 .
PLT 4460L - Advanced Irrigation and Runoff Water Management Laboratory (1),PLT 232 or PLT 2320 .,PLT 4460 .
PLT 4430L - Landscape Management Problem Solving Laboratory (1),PLT 131 or PLT 1120 ; PLT 131L or PLT 1120L .,PLT 4430 .
PLT 4460 - Advanced Irrigation and Runoff Water Management (2),PLT 232 or PLT 2320 .,PLT 4460L .
PLT 4430 - Landscape Management Problem Solving (2),PLT 131 or PLT 1120 ; and PLT 131L or PLT 1120L .,PLT 4430L .
PLT 2990 - Special Topics for Lower Division Students (1-3),,
PLT 4160L - Landscape Contracting and Estimating Laboratory (1),PLT 131 or PLT 1120 ; and PLT 131L or PLT 1120L .,PLT 4160 .
PLT 4340L - Golf Course Management Laboratory (1),PLT 240 or PLT 2400 ; and PLT 240L or PLT 2400L .,PLT 4340 .
PLT 2990L - Special Topics for Lower Division Students Laboratory (1-3),,
PLT 4340 - Golf Course Management (2),PLT 240 or PLT 2400 ; and PLT 240L or PLT 2400L .,PLT 4340L .
PLT 2450 - General Surveying (1),,PLT 2450L .
PLT 4160 - Landscape Contracting and Estimating (2),PLT 131 or PLT 1120 ; and PLT 131L or PLT 1120L .,PLT 4160L .
PLT 2450L - General Surveying Laboratory (1),,PLT 2420 .
PLT 2400L - Introduction to Turfgrass Management Laboratory (1),,PLT 2400 .
PLT 2410L - Sports and Urban Turfgrass Management Laboratory (1),PLT 2400 and PLT 2400L .,PLT 2410 .
PLT 2410 - Sports and Urban Turfgrass Management (2),PLT 2400 and PLT 2400L .,PLT 2410L .
LA 3611 - Construction I: Site Engineering and Landscape Construction (3),,
PLT 2400 - Introduction to Turfgrass Management (2),,PLT 2400L .
PLT 3410 - Sprinkler/Drip Irrigation (3),PLT 2320 .,
PLT 2520L - Computer Aided Design Laboratory (1),,PLT 2520 .
SPN 3160 - Creative Writing in Spanish for a Global World (3),,SPN 2130 or instructor consent.
SPN 3120 - Introduction to Translation and Interpretation (3),SPN 2130 .,
PLT 2520 - Computer Aided Design (2),,PLT 2520L .
ENG 4410 - Internship Cooperative Education (3),Junior Standing and Internship Coordinator Approval.,
PLT 2320 - Basic Irrigation Science (3),,
ENG 3151 - Writing for the Professions (3),Completion of GE Area A2.,
SPN 3110 - Advanced Spanish Writing and Academic Speech (3),SPN 254 or SPN 2130 .,
ENG 3150 - Advanced Expository Writing (3),Completion of GE Areas A2 and A3.,
ENG 4400A - Writing for the Web Activity (3),ENG 301 or ENG 3151 .,
ENG 4401A - Journal Publishing Activity (3),"ENG 312 or ENG 3000 ; and ENG 350, ENG 355, ENG 3010 , ENG 3011 , ENG 3012 , or ENG 3110 .",
ENG 3141 - Creative Writing (3),Completion of GE Area A2.,
ENG 3144A - Creative Writing: World-Building (3),"ENG 3000 or ENG 312, and junior standing.",
ENG 3120 - Professional Editing (3),Completion of GE Area A2.,
ENG 3143 - Creative Writing: Poetry (3),"ENG 1101 , ENG 1103 , ENG 103, ENG 104, ENG 107, ENG 109, or ENG 110.",
ENG 3142 - Creative Non-Fiction (3),Completion of GE Area A2.,
ENG 2150 - Multimodal Literacy (3),Completion of GE Area A2.,
KIN 4340 - Adapted Physical Education Program Development and Implementation (3),,
ENG 3140 - Genre Fiction (3),Completion of GE Area A2.,
ENG 3110 - Introduction to Rhetorical Theory (3),Completion of GE Area A2.,
KIN 3460A - Applied Adapted Physical Education Activity (2),"KIN 2220 , KIN 2230 , and KIN 2460 .",KIN 3460 .
KIN 4320AS - Behavior Intervention and Support Plans in Adapted Physical Education Activity Service Learning (1),,KIN 4320S .
KIN 2460 - Foundations of Adapted Physical Activity (3),,
KIN 3460 - Applied Adapted Physical Education (1),"KIN 2220 , KIN 2230 , and KIN 2460 .",KIN 3460A .
EDU 5420 - Internship Single Subject Clinical Practice (1-9),"Admitted to Single Subject Credential, admitted to Single Subject Clinical Practice, EDU 5205 or TED 434, EDU 5210 or TED 442, EDU 5215 or TED 446, and EDU 5200 or TED 432.",EDU 5280 .
EDU 5120 - Theory and Practice in Teaching Elementary Social Sciences (3),"Admitted to Multiple Subject Credential; EDU 5010 or TED 406; EDU 5020 , or TED 405 and TED 407; and EDU 5100 .",
EDU 5410 - Multiple Subject Clinical Practice Internship (1-9),"Admitted to Multiple Subject Credential, admitted to Multiple Subject Clinical Practice; EDU 5010 or TED 406; EDU 5020 , or TED 405 and TED 407; EDU 5100 or TED 443; and EDU 5302 or EDS 403.",EDU 5125 and EDU 5180 .
EDU 5110 - Theory and Practice in Mathematics Education (3),"Admitted to Multiple Subject Credential; EDU 5010 or TED 406; EDU 5020 , or TED 405 and TED 407; and EDU 5100 and TED 443.",
EDU 5346 - Clinical Practice for Preliminary Education Specialist Mild to Moderate Support Needs Intern Credent (1-8),Admitted to Education Specialist Credential.,EDU 5351 .
EDU 5115 - Theory and Practice in Science and Health Education (3),"Admitted to Multiple Subject Credential; EDU 5010 or TED 406; EDU 5020 , or TED 405 and TED 407; and EDU 5100 or TED 443.",
EDU 5345 - Clinical Practice for Preliminary Education Specialist Mild to Moderate Support Needs Credential (1-8),Admitted to Education Specialist Credential.,EDU 5351 .
EDU 5347 - Clinical Practice for Preliminary Education Specialist Extensive Support Needs Credential (1-8),Admitted to Education Specialist Credential.,EDU 5351 .
EDU 5100 - Introduction to Literacy Instruction (3),"Junior or senior standing, or admitted into Multiple Subject, Single Subject, or Education Specialist Credential.",
EDU 5326 - Creating and Supporting Universally Designed Learning Environments (3),"EDU 5010, EDU 5020, EDU 5302, EDU 5100, and admitted to Education Specialist Program and/or Credential/Master's program.",
EDU 5262 - Clinical Practice Seminar for Single Subject Candidates (1),"Admission to Single Subject Credential Program, successful completion of Key Assessments, and approved application to Clinical Practice by required deadline.",
EDU 5351 - Clinical Practice Seminar for Preliminary Education Specialist Candidates (1),Admitted to Education Specialist Credential.,"EDU 5345 , EDU 5346 , EDU 5347 , or EDU 5348 ."
EDU 5205 - Secondary Curriculum and Methods (3),"Admitted into Single Subject Credential; EDU 5010 or TED 406; and EDU 5020 , or TED 405 and TED 407.",
EDU 5260 - Single Subject Clinical Practice (1-8),"Admitted to Single Subject Credential, EDU 5205 or TED 434, EDU 5210 or TED 442, EDU 5215 or TED 446, and EDU 5200 or TED 432.",EDU 5280 .
STA 4990 - Special Topics for Upper Division Students (1-3),,
STA 2200 - Introduction to Probability (3),,MAT 2140 .
STA 3100 - Sampling Methods and Applications (3),"C or better in STA 120, STA 1200 , STA 1300 , STA 326, STA 341, STA 2100 , or STA 2260 .",
SPN 4380 - Hispanic Literature in the Age of Global Encounters (3),,SPN 2112 or SPN 2120 .
SPN 4370 - Post-2000 Prose Fiction (3),SPN 2112 or SPN 2120 .,
BIO 2120L - Life Science for Elementary Educators Laboratory (1),,BIO 2120 .
SOC 2201 - Introduction to Sociology (3),,
PSY 2201 - Introduction to Psychology (3),,
"PHL 4300 - Ethics, Environment, and Society (3)",,
COM 4140 - Public Relations Case Studies (3),"COM 313 or COM 3313 , and junior or senior standing.",
RS 4990L - Special Topics for Upper Division Students Laboratory (1-3),To be specified in the course outline.,
PSY 4401 - Social Psychology (3),PSY 2201 or PSY 201 or PSY 202.,
RS 4990 - Special Topics for Upper Division Students (1-3),To be specified in the course outline.,
PSY 3334 - Cognitive Processes (3),"PSY 2201 , PSY 201, or PSY 202.",
COM 4465 - Online and Social Media (3),"COM 106, COM 1106 , or COM 1107 ; and COM 300 or COM 2217 .",
FRL 4862 - Real Estate Investment Analysis (3),FRL 306 or FRL 3062 .,
PLS 4800 - Policies of Need and Greed (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
PLS 4421A - Political Science Internship Activity (2),,
CLS 4410 - Judicial Internship (1),,
FRL 3802 - Real Estate Appraisal (3),"C or better in FRL 306 or FRL 3062 , and FRL 301, FRL 3000 , CE 301, or ETT 305.",
PLS 4221A - Political Campaign Management Activity (2),,
PLS 4421 - Political Science Internship (1),,
PLS 4221 - Political Campaign Management (1),,
PLT 2260L - Vegetable Crop Systems Laboratory (1),,PLT 2260 .
KIN 4540 - Exercise Bioenergetics and Metabolism (3),KIN 303 or KIN 3030 ; KIN 303L or KIN 3030L .,
PLT 2260 - Vegetable Crop Systems (2),,PLT 2260L .
KIN 3650 - Dimensions of the Aging Process (3),,
PHY 2540A - Thermal and Quantum Physics Recitation Activity (1),,PHY 2540 .
KIN 4530 - Sport Injury and Illness (3),KIN 3520 and KIN 3520A .,KIN 4530A .
MAT 2250 - Linear Algebra with Applications to Differential Equations (4),"C or better in MAT 116, MAT 1150 , or MAT 1150C.",
PHY 2540 - Introduction to Thermal and Quantum Physics (2),C- or better in PHY 234 or PHY 2530 .,PHY 2540A .
PHY 2530A - Electromagnetic Radiation and Special Relativity Recitation Activity (1),,PHY 2530 .
PHY 2530 - Introduction to Electromagnetic Radiation and Special Relativity (2),"C- or better in MAT 116 or MAT 1150 ; and C- or better in PHY 123, PHY 133, PHY 1220 , or PHY 1520 .",PHY 2530A .
KIN 3620A - Motor Behavior Activity (1),"KIN 2040 , KIN 3030 , or KIN 3040; and KIN 2040L , KIN 3030L , or KIN 3040L.",KIN 3620 .
KIN 3030L - Exercise Physiology Laboratory (1),BIO 2350 and BIO 2350L .,KIN 3030 .
NTR 4440 - Medical Nutrition Therapy II (3),"C or better in NTR 4430 , and NTR 4430A or NTR 4430L .",
BIO 4990A - Special Topics for Upper Division Students Activity (1-3),,
KIN 3620 - Motor Behavior (3),"KIN 2040 , KIN 3030 , or KIN 3040; and KIN 2040L , KIN 3030L , or KIN 3040L.",KIN 3620A .
KIN 3030 - Exercise Physiology (3),BIO 2350 and BIO 3250L .,KIN 3030L .
NTR 4430 - Medical Nutrition Therapy I (3),C or better in NTR 3930 or FN 434.,NTR 4430L .
NTR 2350L - Nutrition Laboratory (1),Nutrition majors and minors only.,NTR 2350 .
PHY 4100 - Biophysics (3),"C- or better in PHY 123, PHY 133, PHY 1220 , or PHY 1520 .",
ME 3111 - Fluid Mechanics (3),"C or better in MAT 2140 or MAT 214, and C- or better in ME 2150 or ME 215.",
ME 3011 - Thermodynamics (3),"C- or better in the following: ARO 2041 , CE 2041 , ME 2141 , or ME 214.",
PLT 2020 - Subtropical Fruits (2),,PLT 2020L .
PLT 2020L - Subtropical Fruits Laboratory (1),,PLT 2020 .
KIN 2070 - Health and Well-Being (3),,
NTR 1210L - Introduction to Foods Laboratory (1),Nutrition majors and minors only.,NTR 1210 .
NTR 3280L - Food and Culture Laboratory (1),"Nutrition Major, NTR 1210 or FN 121, and NTR 1210L or FN 121L.",NTR 2280 or NTR 3280 .
NTR 1210 - Introduction to Foods (2),Nutrition majors and minors only.,NTR 1210L .
GSC 1010A - Planet Earth: A Citizen's Guide Activity (1),,GSC 1010 .
AG 2990 - Special Topics for Lower Division Students (1-3),,
BIO 4590AS - Ethnobotany Service Learning Activity (2),"BIO 121/BIO 121L, BIO 122/BIO 122L, and BIO 123/BIO 123L; BIO 121/BIO 121L and BIO 122/BIO 122L/BIO 1220C; BIO 121/BIO 121L/BIO 1210B and BIO 1220 / BIO 1220L ; BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L ; BIO 115/115L/115A; or BIO 1150 / BIO 1150L .",BIO 4590S .
GSC 1010 - Planet Earth: A Citizen's Guide (2),,GSC 1010A .
BIO 4590S - Ethnobotany - Service Learning (1),"BIO 121/BIO 121L, BIO 122/BIO 122L, and BIO 123/BIO 123L; BIO 121/BIO 121L and BIO 122/BIO 122L/BIO 1220C; BIO 121/BIO 121L/BIO 1210B and BIO 1220 / BIO 1220L ; BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L ; BIO 115/115L/115A; or BIO 1150 / BIO 1150L .",BIO 4590AS .
NTR 2350 - Nutrition (3),"Nutrition Major, Nutrition Minor, or Physiology Minor.",
"NTR 3050 - Nutrition, Science and Health (3)",Lower division GE requirements in Areas A and B.,
NTR 3580A - Plant Based Meal Planning (1),,NTR 3580 / NTR 3580L .
FST 3440 - Effect of Processing on Plant Based Foods (2),"NTR 2030 , NTR 2050 , NTR 2350 , or NTR 3050 .",
NTR 2050 - Personal and Consumer Nutrition (3),,
FST 3330 - Introduction to Plant Based Functional Foods (2),"NTR 2030 , NTR 2050 , NTR 2350 , or NTR 3050 .",
"PLS 3821 - Politics, Policies, Pop Culture (3)","Lower division GE requirements in Areas A and D, and sub-area B4.",
"NTR 2030 - Health, Nutrition and the Integrated Being (3)",,
PLS 3080 - Mock Trial (2),,
NTR 3580L - Vegetarian and Plant Based Diets Lab (1),"NTR 2030 , NTR 2050 , NTR 2350 / NTR 2350L , or NTR 3050 .",NTR 3580 *.
PLS 3080A - Mock Trial Activity (1),,
CLS 4410A - Judicial Internship Activity (2),,
CLS 4100 - Model United Nations (3),Consent of instructor.,
NTR 3580 - Vegetarian and Plant Based Diets (2),"NTR 2030 , NTR 2050 , NTR 2350 / NTR 2350L , or NTR 3050 .",NTR 3580L *.
CLS 4820 - Study Abroad: International Fieldwork (3),"Junior or senior standing, lower division GE requirements in Areas A and D, and at least two sub-areas in Area C. Introductory coursework in the field of the international fieldwork program strongly recommended.",
PLS 4050 - Jurisprudence (3),,
PLS 4090 - Contemporary Issues in American Law (3),,
PLS 3041 - The Criminal Justice System (3),,
PLS 3011 - Constitutional Law: Governmental Powers (3),,
PLS 3031 - Constitutional Law: Criminal Justice (3),,
PLS 3021 - Constitutional Law: Rights and Liberties (3),,
PLS 4180S - The Politics of Neighborhood Change Service Learning (3),,
PLS 4190 - Social Capital: Theories and Applications (3),,
PLS 3175 - NGOs and Social Service Outreach (3),,
PLS 4170 - Policy Analysis and Program Evaluation (2),,
PLS 4170A - Policy Analysis and Program Evaluation Activity (1),,
"PLS 3165 - Urban Administration, Politics and Policy (3)",,
PLS 4160 - Public Organizations (3),,
PLS 4341 - Advanced American Political Thought (3),,
PLS 4381 - Environmental Political Theory (3),,
PLS 3150 - Politics of Public Policy (3),,
PLS 3331 - American Political Thought (3),,
PLS 4531 - Terrorism (3),,
PLS 4360 - Contemporary Political Theory (3),,
PLS 3311 - Ancient and Medieval Political Thought (3),,
PLS 3321 - Modern Political Thought (3),,
PLS 4521 - Environmental Security (3),,
PLS 3541 - International Political Economy (3),,
PLS 3561 - International Law (3),,
PLS 3551 - International War and Peace (3),,
PLS 3521 - US Foreign Policy (3),,
PLS 4490 - Southeast Asian Governments and Politics (3),,
PLS 4460 - Middle Eastern Governments and Politics (3),,
PLS 4541 - Transnational Crime (3),,
PLS 4470 - Government and Politics of the Russian Federation (3),,
PLS 4480 - East Asian Governments and Politics (3),,
PLS 3410 - Comparative Democratization (3),,
PLS 4440 - Latin American Governments and Politics (3),,
PLS 4450 - Sub-Saharan African Governments and Politics (3),,
PLS 3420 - Politics of Developing Areas (3),,
PLS 3431 - Ethnic Conflict (3),,
PLS 4245 - Public Opinion (3),,
PLS 4265 - Political Communication and Media (3),,
PLS 4811 - California Government (3),"Lower division GE requirements in Areas A and D, and sub-area B4.",
PLS 4211 - Voting and Elections in the United States (3),,
PLS 4250 - Women and Politics in America (3),,
PLS 3270 - The American Judiciary (3),,
PLS 3285 - Race and Ethnic Politics in the United States (3),,
PLS 4205 - American Political Institutions and Behavior (3),,
PLS 3260 - The American Presidency (3),,
PLS 2060 - Introduction to Public Administration (3),,
PLS 3275 - Asian American Politics (3),,
PLS 2080 - Introduction to Race and Ethnic Politics (3),,
PLS 3250 - The American Congress (3),,
PLS 2051 - Research Methods (3),,
PLS 2070 - Introduction to Public Law (3),,
PLS 2020 - Introduction to Comparative Government (3),,
PLS 2030 - Introduction to International Relations (3),,
PLS 2040 - Introduction to Political Thought (3),,
PLS 2010 - Introduction to American Government (3),,
EC 2202 - Principles of Macroeconomics (3),,
